Date,A,AA,AAPL,ABBV,ABC,ABT,ACE,ACI,ACN,ADBE,ADI,ADM,ADP,ADSK,ADT,AEE,AEO,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AKAM,ALL,ALTR,ALXN,AMAT,AMD,AMGN,AMP,AMT,AMZN,AN,ANF,ANN,AON,APA,APC,APD,APH,APOL,ARG,ARNA,ARO,ATI,ATVI,AVB,AVP,AVY,AXP,AZO,BA,BAC,BAX,BBBY
2002-07-12,22.8651028986,23.612063544,1.15063234651,,13.685060752,23.2305474084,22.0334491628,82.5063949507,13.4899608142,12.7554174168,21.4877805198,9.16978357335,29.7816410693,6.23743377665,,20.0676545831,4.33101246765,19.0401600684,3.06989078717,10.6634890647,23.3532905303,20.66,329.908366149,16.4388911815,,1.26,24.9946248311,11.9178425651,3.0,15.0959203603,9.1,31.2963182816,,2.06459322124,15.43,13.28,20.7963082914,16.8933333333,19.8129130333,23.2938751372,20.549962566,34.4256644017,4.12140712806,37.46,13.6734447435,7.25,6.89185185185,10.7049556721,3.12212166958,25.176833342,18.0602904129,39.8519064715,28.9750733622,69.35,29.7097028416,25.3844429112,31.4055946544,32.43
2002-07-15,22.5777325229,22.8908451356,1.19863015296,,13.6177571745,24.1765878006,21.8093801882,81.0793975537,13.8248179975,13.2195229801,21.5939304589,9.1309614583,29.5244593675,6.36644990887,,20.6774313849,4.15381376414,19.5817134806,2.98716917913,10.4589583242,22.8089247836,20.44,329.025146901,16.4754220507,,1.28,24.6341254345,12.5824739686,3.19,15.8474488631,9.25,28.3491722743,,2.05525117047,15.94,13.11,19.7970370777,16.3533333333,19.9874062626,23.1127888876,20.3291930488,33.5751992972,4.0853598354,37.4,13.0700795621,7.45,6.22222222222,10.6656858421,3.14396272692,24.9937290995,17.9660300245,39.9264847245,27.865107716,67.84,29.4211154416,25.0810579355,31.3367395138,32.21
2002-07-16,22.3095201721,22.5459145924,1.17430249764,,14.0933691219,23.5458942058,21.3911181024,80.7334587909,14.3031854023,13.2594460393,21.836558891,9.02225953618,29.4730230272,6.49546604108,,20.0226710485,4.02494197977,19.0723315582,2.86768241196,10.4636067501,22.3656555328,20.36,318.322607779,16.5265652678,,1.35,24.1888026505,12.3457559345,3.4625,15.0305700557,9.4,29.9915446623,,2.56906396308,16.29,12.58,19.412071938,16.0333333333,20.0667213668,22.6534481567,20.0900260717,32.4921283521,4.14543865651,35.47,12.8151365277,7.4,6.0,10.4300668617,3.25776613093,25.4629337209,17.5135801603,39.5196942536,28.0639075332,67.25,30.24247958,24.5297852356,31.4821003661,31.07
2002-07-17,21.7635164582,22.6243078977,1.02767906148,,14.4702691558,24.2466648667,20.9280422217,78.5713415228,14.3031854023,13.4141478938,21.851723168,9.23189895742,30.3841810564,6.33171479635,,20.1276326292,3.9213842959,18.4717970813,2.8492998324,10.6797585555,21.7668532115,20.47,316.400307063,16.4352380945,,1.5,24.0898420318,11.9542607242,3.4925,14.6956497447,9.33,33.8511197739,,2.66248447083,16.16,12.58,18.8387196023,15.46,19.5194471477,22.7417829127,20.3245936838,32.9864157633,4.56599040427,35.07,13.2485396862,7.56,5.61481481481,9.95097493511,3.24627083759,25.1196132662,17.1742427621,39.648511236,28.1715907676,67.19,31.7742127028,24.0488090545,33.2111294506,30.99
2002-07-18,20.8151942181,22.1304300746,0.98559879281,,14.1988113933,23.1744857555,18.9711731774,79.6524001568,13.2986138523,12.9101192713,20.8508808855,9.09213934326,23.2198336489,6.36148774994,,19.8977167859,3.85004455812,16.7881557798,2.56436984916,10.1475137874,20.7247816394,20.43,297.333162121,15.9822553153,,1.42,24.7401546688,11.517242815,3.3275,14.0094715465,8.72,31.2780696995,,2.31682859216,15.55,12.35,19.1663495084,15.2,18.7421591264,22.6258965464,20.0578305171,32.4049011619,4.53595099371,34.55,13.0020947529,7.24,5.65925925926,9.61325439667,3.09568249491,24.7591267888,16.9367065834,39.0383255296,27.7739911331,68.4,30.5532660107,23.1645528447,24.4818277452,30.67
2002-07-19,19.8764509906,21.1661924199,0.983626280216,,13.7635815923,22.5227690409,19.2699318102,71.0471734298,14.2075119214,12.1715426759,20.1836526972,8.63403838574,23.5137555939,6.212622982,,18.9830515832,3.80862148457,15.174219373,2.78496080393,9.91509249131,19.8071365237,19.97,295.151091038,15.7082737956,,1.19,24.7967035938,11.3169429399,3.325,13.7235639639,8.49,32.3547360427,,2.33551269371,15.29,12.38,19.2482569849,15.0533333333,18.2662685011,21.8522482667,19.1149607038,30.9511146585,4.6380849896,32.8,12.5771896957,6.77,5.24444444444,8.62365467936,2.94279509357,24.146871978,16.4842567192,36.4755455626,26.2167258981,64.88,29.5395102724,22.7612728159,24.2905634659,29.25
2002-07-22,19.1484460387,19.4807363568,0.980996263424,,12.9671559256,22.4246611484,18.4856903993,69.1877525792,14.2075119214,12.2513887944,19.4102745698,8.64956723176,24.329388991,5.98932583009,,19.3229271776,3.78330738407,13.9517027592,2.66547403676,9.17134434381,19.7449232955,19.13,291.722122193,15.2699033641,,1.2,24.3867238878,11.2714202411,3.18,13.7480703281,8.42,32.1904988039,,2.51301165843,15.5,11.43,17.8558298839,14.5333333333,17.4493229277,20.6320944084,18.0709048617,30.1806078117,4.45784852627,32.11,12.0418093235,6.68,5.4962962963,8.25451827688,2.76691710555,23.7520534551,16.940476999,35.8382404914,23.9967946056,62.82,28.5109551802,22.2987957187,23.6785177723,28.87
2002-07-23,18.9089707255,18.6576066516,0.951408574514,,13.2588047613,21.7238904875,17.4176282873,64.7337910069,13.8917894342,11.9270139383,19.0311676446,8.68062492379,25.4315962845,5.46333698337,,18.2683132008,3.84083943066,12.605862101,2.05884891115,9.12950851051,19.24721747,18.62,265.485315121,15.017840366,,1.18,23.8707149476,10.7342523944,3.26,12.7269718189,8.15,32.4824761173,,2.04590911969,14.55,10.85,17.2005700716,13.9333333333,16.8623911565,20.486206447,17.477586784,29.6572446704,4.38815709379,33.68,11.8123605925,6.55,5.61481481481,7.586931166,2.82784216022,23.2885708413,16.8876911815,36.5433439744,23.7400115083,61.73,28.7477448417,21.4219391424,24.3900208911,28.95
2002-07-24,18.1426497235,19.5512903316,0.999406380968,,13.9430577989,23.4407786067,18.1122421084,66.2472730946,14.6380425856,12.8053212409,19.3117067692,9.01449511317,25.7181701808,5.89504481039,,19.8677277628,4.08707659009,14.1071982934,2.25186599657,9.90114721354,22.3423255723,18.8,277.330843859,14.9411255405,,1.14,24.7401546688,11.6902290707,3.4575,13.5193442621,8.46,33.8419954829,,2.42893320146,14.1,12.3,18.6339509109,16.4333333333,18.0838437614,21.4941596343,18.3284692985,31.8379244256,4.35691610681,36.71,13.0190909552,6.19,5.62962962963,7.44555977781,3.15890660825,23.1626866746,17.5362026535,38.7128931528,25.2061601605,67.19,30.4792692415,21.828918988,26.5092291053,31.39
2002-07-25,16.0831620305,18.9711798726,0.944176028335,,14.4164262938,26.3629922626,18.373655912,66.2472730946,14.1022710923,11.6924659654,17.4616649743,9.02225953618,25.5712092083,5.59731527452,,20.8573655231,3.94899967826,15.8176491697,1.6268582914,9.75007337108,21.6968633298,18.89,275.928083877,15.5037009276,,1.05,24.3867238878,10.5703706784,3.1375,11.624185429,7.86,38.2672766393,,2.14867167821,12.49,12.2,18.4701359579,15.54,17.5286380319,21.8301440301,18.4250559623,32.8192303154,4.38575394094,35.75,13.0105928541,6.28,5.88148148148,7.29633442362,3.03475744024,23.5861152354,17.7058713526,37.7569355461,25.0653436233,67.57,31.7742127028,22.1804015818,27.4578999304,30.08
2002-07-26,16.5812706818,20.0686861463,0.942861019939,,14.6744233408,27.0847860433,20.0093594261,65.4256685327,14.2266466175,12.2214464999,16.7565260934,8.90579319105,26.239881633,5.8007637907,,20.5974606568,4.01573685231,15.7104108703,1.43384120598,9.50603101018,22.085696006,18.77,295.203045112,15.7813355342,,1.1,24.8037722094,9.90573927487,3.125,11.6977045216,7.82,39.5811745497,,2.15801372899,12.93,12.4,19.575886891,16.3666666667,18.0283231885,21.6577309849,18.6734216692,32.2304467815,4.30164359139,36.68,12.8151365277,6.34,5.68888888889,7.72044858817,3.07499096691,24.2327020917,17.6078405487,37.7230363402,24.9907936918,68.87,31.0786430721,22.809370434,27.9857893412,31.25
2002-07-29,17.5487509469,21.4405689883,0.987571305404,,15.4753359126,27.7855567042,21.6898767352,70.6579923215,15.7574223128,12.7803693289,18.3866858718,9.12319703529,27.2686084402,6.28209320704,,20.7424076014,4.31720477647,16.4449932216,2.02208375203,10.1405411485,23.244417381,19.65,322.946520312,16.2525837481,,1.24,26.1538777928,11.1712703035,3.25,12.3348699914,8.15,40.1651291765,,2.11130347511,14.33,13.24,20.9683139921,18.2,18.7421591264,23.0193519572,19.9198495688,33.3934759843,4.62366607253,39.14,13.5119808217,6.5,5.98518518519,8.0424611946,3.21753260426,24.8335128873,18.0338975041,41.6485643849,27.7408578302,73.79,31.1008421029,23.7898218801,29.7607218527,33.5
2002-07-30,17.7499102099,20.4841706641,1.01452897752,,15.6144299727,28.3111346999,22.6309664282,69.5769336875,16.2931938061,12.446013708,19.0690783371,8.92908646007,27.43026551,6.30690400169,,21.9069813294,4.13310222737,17.8873483492,1.94855343377,9.90579563946,23.438833719,20.53,323.206290679,16.3475640082,,1.12,26.373004877,11.2167930024,3.5475,12.8249972758,8.45,41.50639996,,2.09261937356,14.77,13.81,20.5014413758,17.7866666667,18.754056392,22.6568424776,19.7128781464,32.237715714,4.77626627815,39.3,12.6196802014,6.76,5.72148148148,7.62620099605,3.23247648559,25.434323683,17.7548867545,41.7570418438,28.0970408361,73.87,30.8196543799,23.7824222465,29.2557841555,32.66
2002-07-31,18.0851756483,21.3229790304,1.00335140616,,15.0288888488,29.0189130674,23.6542147453,71.436354538,15.7861243571,11.9569562327,18.2729537942,9.08437492025,27.4008733155,6.39622286246,,21.8420051129,3.81092276643,17.6460621755,1.8842144053,10.1521622133,24.4264687165,21.07,332.090437232,16.4242788337,,1.06,26.8678079703,10.7706705535,3.8775,12.1469878657,8.03,41.6432643257,,2.09261937356,14.45,13.49,18.5110896961,16.56,19.018310816,22.7673636604,20.0072375027,32.1650263889,4.52393522949,39.25,12.5007067853,6.48,4.68148148148,7.51624547191,3.3014482456,25.7204240619,17.4419422651,42.1773919972,29.2070064824,73.75,30.7234585799,24.6037815712,30.5334295409,31.0
2002-08-01,17.0123262455,20.7238860891,0.973106213048,,14.640771552,27.967757076,23.7363733693,70.0958418318,15.776557009,8.39881358081,16.8171832015,9.00673069016,26.6807645504,5.95459071757,,21.5071276889,3.66824329088,17.3779664268,1.94855343377,10.0173578616,23.3455138768,20.34,326.479397304,16.0626232277,,1.1,26.966768589,9.96947105329,3.5275,11.4526408794,7.73,39.5994231318,,2.12064552589,14.16,13.4,17.593725959,16.08,18.5538636466,21.573734886,19.2713391118,32.208639984,4.55998252216,38.24,12.4072276727,6.3,4.08888888889,7.50839150589,3.18649531225,25.4514897057,16.9178545057,41.0858375668,28.4615071677,71.09,30.0648873338,23.974812719,29.2098807285,29.26
2002-08-02,16.1310570931,20.1011447422,0.950093566117,,14.5824417849,28.1149189148,23.2284836936,67.6310281462,15.6426141356,8.70821728967,15.922490858,8.78932684592,26.5999360155,5.99925014795,,21.4521478134,3.49104458737,16.6541079055,1.97612730312,9.79190920438,23.2055341133,20.38,313.023292291,15.8836219682,,1.01,26.3588676457,10.0696209908,3.4325,11.191239661,7.31,39.6997903333,,2.05525117047,13.84,12.25,16.7992234366,15.1933333333,17.9933239594,21.3305882838,18.9677810256,30.5295165725,4.40618074012,36.45,12.364737167,6.16,4.1837037037,7.46912167584,3.09568249491,25.3198835314,16.9555586611,39.7841080597,27.3515415215,67.96,29.4877125339,23.4975363547,29.2557841555,27.91
2002-08-05,15.0198916402,18.9975524818,0.919848373009,,14.0440131651,26.5241695146,21.697345701,65.944576677,14.6189078894,8.3339386096,15.1642770076,8.55639415565,25.5344689652,5.63205038703,,21.5271203709,3.26091640099,16.7291747151,1.89340569508,9.45024989912,22.7933714766,19.13,299.463279131,15.379495972,,0.96,25.9488879398,9.45051228613,3.2375,10.4233735821,7.57,38.5227567886,,2.09261937356,12.87,12.06,15.7999522229,15.2666666667,17.0404064911,20.499468989,17.9973150226,29.8098922533,4.24997580524,35.16,11.9058397051,6.1,4.32592592593,6.86436629305,3.00601920691,24.9536750464,16.5935987697,38.6111955351,25.1481768804,65.3,28.5701525956,22.9610629219,27.3507919341,26.95
2002-08-06,15.5850533792,19.6833562436,0.96916118786,,14.2773322337,26.67833906,22.6234974624,68.7985714709,15.5660753509,8.67827499527,16.2257763982,8.47874992557,26.4162348,5.82557458536,,21.931972182,3.23330101862,17.2653662124,1.80149279726,9.75704600996,23.4854936402,19.1,315.101455227,14.8972884973,,1.06,26.2599070271,10.1333527692,3.47,11.076876628,8.32,40.3567392885,,2.09261937356,13.74,12.5,16.8565586702,16.1666666667,16.9763448126,21.4278469246,18.4066585025,31.2418719592,4.51191946527,37.13,12.4752124819,6.46,4.26666666667,7.10783923937,3.12671978692,25.0395051601,16.891461597,39.8383467892,26.5066422982,67.67,29.1621267494,23.5789323238,27.840428489,28.21
2002-08-07,16.1597941307,19.8883090919,0.988228809602,,14.6048763107,27.932718543,22.0110422653,68.322905672,15.7669896609,8.79305379049,16.3925834453,8.7737979999,26.8938579605,5.84046106215,,21.991950228,3.38288433977,17.2600042974,1.65443216075,9.72450702851,23.6332500571,20.9,322.530887725,14.9776564098,,1.11,26.4719654956,10.142457309,3.315,11.076876628,8.6,41.716258654,,1.49472812398,13.6,12.29,16.9302753991,16.0866666667,11.8273874001,21.7505687785,18.7838064279,32.2667914441,4.5299431116,38.38,12.5007067853,6.25,3.88740740741,7.12354717139,3.21638307492,25.5773738724,17.2421102418,40.6383680487,27.3929581501,68.5,30.4126721492,24.141304474,28.2994627592,29.03
2002-08-08,16.475901544,20.1484415533,1.00598142295,,15.2285561286,28.5564044312,23.7662492325,71.1336581205,15.9679039709,8.8679095265,17.5526506363,8.90579319105,27.8931925732,6.10345548551,,22.0919136382,3.42890997705,17.5004095488,1.92097956442,10.1382169356,24.5664484799,21.49,340.351134904,15.1420453216,,1.07,26.8324648922,10.5430570591,3.5375,11.7222108858,8.94,43.8239698852,,1.40130761623,13.9,12.15,17.9295466128,17.5733333333,11.6912563332,22.9441975529,18.9263867411,33.0954497511,4.69816381071,38.82,12.7386536174,6.85,4.6962962963,7.26491855957,3.14741131492,25.6059839103,18.1470099702,42.4960445327,29.0330566423,66.4,30.708659226,25.3030469421,29.1945795861,27.73
2002-08-09,16.0161089428,20.6529408723,0.986256297008,,15.5045007962,28.2620807536,23.706497506,72.0417473731,15.8052590533,8.8379672321,17.3782614508,9.05331722821,27.525790142,6.10345548551,,22.0869154677,3.67054457274,17.8336986473,2.06804020094,10.2381580929,24.8852912744,21.98,347.832521475,15.1603107562,,1.02,26.7193670423,10.3336526443,3.3825,11.3219402702,8.83,43.5502411539,,1.40130761623,14.26,12.14,17.7329686691,18.18,12.315857699,23.3641780476,19.2667397469,33.1754080088,4.76905681961,38.4,12.5686915945,6.59,5.08148148148,7.42199787978,3.19914013492,25.3771036072,18.0866833216,42.6045219917,29.7785559569,67.28,30.33867538,25.4584392468,28.9880141645,28.62
2002-08-12,15.7670546171,20.5741128537,0.98559879281,,15.3160507793,28.5493967246,24.117290626,72.5174131721,15.7287202685,9.03259214573,17.3630971738,9.1309614583,26.9673384467,5.9595528765,,22.4867691082,3.53476894278,18.030393853,1.96693601333,10.1754043429,24.2242757249,21.57,340.351134904,15.4708231452,,0.96,26.5638574987,10.1970845477,3.515,11.0932142042,8.83,43.77834843,,1.16775634686,14.46,11.96,17.2824775482,18.18,12.6361660916,23.638270581,19.2345441923,32.6738516651,4.75824263182,38.85,12.6621707071,6.95,4.93333333333,7.47697564185,3.09108437758,26.0065244407,17.8529175584,42.5367235798,29.3892396482,65.25,29.9686915339,25.3252458428,28.6131361772,29.26
2002-08-13,15.2210509032,19.9671371105,0.95929862489,,15.1433049305,27.6944565183,23.7214354376,72.6471402082,15.4225651294,8.91781335051,16.6882868469,9.22413453441,26.5191074807,5.40875323513,,21.8070179193,3.60840996242,17.4840182817,1.93017085421,9.85233874136,23.5399302148,21.62,323.725831413,15.4160268413,,0.89,25.9700937866,9.96036651352,3.1725,10.9951887473,8.5,41.6432643257,,1.3359132608,13.93,11.84,17.970500351,18.34,12.7242508996,23.4304907573,18.8711943618,32.6011623399,4.62126291969,36.91,12.3987295716,6.37,4.91851851852,7.16281700144,2.98762673757,25.8062541755,17.6266926263,42.3672275503,28.8508234765,66.15,27.5489971804,24.921965814,27.9169342007,30.21
2002-08-14,15.3647360911,19.5099346027,0.997433868374,,15.6278906882,28.0378341421,24.3338906347,72.6471402082,15.5469406547,9.61646688665,17.7270398219,9.32507203352,27.5992706283,5.79083947284,,22.2418587534,3.71657021002,17.9757562958,1.92097956442,10.3543687409,24.5451109489,21.73,331.726758718,15.2954749726,,0.9,26.4931713425,10.4429071216,3.2375,11.7793924024,9.05,43.358631042,,1.31722915925,13.91,12.12,19.8789445542,18.9333333333,15.5349570455,23.9565715875,19.1103613388,33.277173064,4.62847237822,39.07,12.8151365277,7.27,5.00740740741,6.94290595315,3.13936460958,25.7089800467,18.2224182809,42.9096148449,30.1264556371,69.25,27.0236201189,25.5287357656,27.1595276548,32.58
2002-08-15,15.3551570785,20.0459651291,1.02636405309,,15.5507720057,28.2410576338,24.7596216863,76.7551630176,16.3697325909,9.95082250751,18.1971324092,9.23966338042,28.0181093998,5.74121788352,,22.0169410806,3.6291214992,17.8664811816,1.85664053595,10.2823181391,24.1399218158,21.88,337.70147716,15.3662701065,,0.8,26.6274750393,10.9345522694,3.1825,11.3219402702,9.1,43.6141111912,,1.36393941313,14.62,12.47,20.6243025906,18.4666666667,15.7431575007,24.8893703705,19.7772692556,33.080911886,4.82432933504,41.19,12.83213273,6.7,5.29777777778,7.23350269553,3.12901884558,25.6517599709,18.3015970071,43.4181029336,31.0210548146,72.2,27.8711284253,25.6767284367,27.1212747989,33.16
2002-08-16,15.2881039909,19.5257002064,1.03951413705,,15.3690359601,27.9957879025,24.5355527118,76.5389512907,17.1351204385,10.0506301555,20.0926670351,9.19284076194,28.5324728034,6.2920175249,,21.961961205,3.40359587654,17.5605108616,1.87502311551,10.0359515653,23.8438220647,21.77,337.70147716,15.4966821952,,0.84,26.7971218141,11.6538109116,3.1275,12.0081184684,9.93,43.367755333,,1.4853860732,14.9,12.3,19.9362797878,18.3,15.6630804026,24.8982120651,19.7726698906,32.841037113,5.01658156258,42.17,13.0020947529,6.64,5.62962962963,7.18637889947,3.14626178558,25.7490340997,18.2260330228,43.2079278569,30.482638643,71.56,27.8785627087,25.421441079,26.0119419792,32.64
2002-08-19,16.7057978447,20.5819956556,1.05069170841,,15.526091802,28.0308264355,24.8716561736,79.911854229,17.9005082861,10.4199184532,20.9949415171,8.94312013004,28.5471689007,6.38629854459,,21.9869520575,3.64292919038,17.7462785559,1.91178827464,10.1312442967,24.3269321849,22.49,352.820112522,15.3886264645,,0.87,27.1505525951,11.9906788833,3.0025,12.6371151501,10.5,42.3549590271,,1.77498964722,15.5,12.75,20.026378012,18.8133333333,15.6710881124,25.0573625684,20.1682152757,34.0186041808,4.96251062359,42.04,12.9766004495,6.49,5.70666666667,7.47697564185,3.45893376428,25.4686557284,18.2071420267,44.2249040343,31.1701546776,73.84,28.6219910476,25.9357156111,26.8841070927,34.66
2002-08-20,15.5180002915,20.3297459961,1.04608917903,,15.4812187043,27.4001328407,24.6102423699,79.8253695383,17.890940938,10.0705916851,19.6377387249,8.9197088208,27.8050159897,6.4508066107,,22.0019465691,3.57849329819,18.1833790129,2.02208375203,10.0568694819,24.2334270004,22.41,348.81964887,15.4258870613,,0.89,27.0374547452,11.3988837979,3.11,12.2776884749,10.19,42.5830663032,,1.73762144412,15.98,13.12,19.7315110964,19.0333333333,15.510933916,24.3058185252,19.6852819567,33.4225517144,4.74983159686,41.13,13.2060491804,6.36,5.74814814815,7.42199787978,3.40720494427,25.176833342,18.1920292298,43.7164159456,30.2507055228,73.56,28.1610654774,25.5324355824,26.6775416711,34.12
2002-08-21,16.3322163562,21.2993306248,1.05989676718,,15.8132796272,28.3391655263,24.4160492587,82.1172138424,17.890940938,10.1504378035,20.6992381154,8.99774651827,28.0842418374,6.44088229284,,22.376809357,3.76719841102,18.7843921413,2.21510083745,9.99411573198,23.9529114467,22.81,345.078955584,15.5190385532,,0.92,26.8041904298,11.8267971673,3.1875,13.1027360703,10.7,43.5228682808,,1.94314656117,15.38,13.02,20.214765208,19.6666666667,15.7031189517,24.4472856392,19.9612438533,33.7205779476,5.02499259754,41.08,13.4609922148,6.51,5.37777777778,7.68903272413,3.44743847094,25.4800997436,18.2487022181,43.4587819807,30.6731551345,75.1,27.9306026924,25.7285258716,27.5344056421,34.32
2002-08-22,16.3034793186,21.7171191234,1.05003420421,,16.4415029949,29.2501673854,25.3944837808,85.4468744353,17.6995939761,10.3650242468,20.9418665476,9.45036516359,29.2452335199,6.93709818597,,22.356816675,3.7050638007,19.5383904297,2.89525628131,10.3334508243,24.4204373695,23.74,350.689995513,15.6680809403,,0.99,27.3838169106,11.8541107867,3.135,13.2089303153,10.41,44.2893087285,,2.05525117047,15.73,13.5,20.0591410026,19.3,16.0074119247,24.911474607,20.3843854281,34.6437323773,5.07786196011,41.0,13.8519048675,6.5,5.25925925926,7.64190892807,3.50376540828,25.1825553496,18.2411458196,44.0757475283,31.6340209178,74.68,28.6219910476,26.0282110306,27.9245847718,33.95
2002-08-23,15.345578066,21.1810885969,1.03425410346,,15.9277060263,28.4022348858,24.7521527205,82.5928796414,17.1255530904,10.2203031572,19.6832315559,9.61424432828,28.6133013383,6.67906592154,,21.9969483985,3.59230098937,19.2160288427,3.00555175869,10.049896843,24.0775850261,23.4,340.558951198,15.798493029,,1.14,27.1081409014,10.870820491,3.05,12.3185324152,9.67,43.1305237659,,2.02722501814,15.17,13.17,19.2073032466,19.14,15.9353425364,24.924737149,20.2418051148,34.1131003035,4.94448697725,40.34,13.4779884171,6.5,4.8562962963,7.13672502202,3.53365317095,25.3599375845,17.9464462807,43.1672488098,30.9299382317,73.77,27.6034942233,25.6767284367,27.3890447899,33.64
2002-08-26,15.5180002915,21.3387446341,1.0211040195,,16.2148938516,28.8577358153,25.2749803277,84.3225734559,16.7428591666,10.4199184532,19.9865170961,9.60644055853,28.6353454841,6.7832712591,,22.2118697303,3.68205098206,19.8662157725,2.90444757109,10.1312442967,24.1555060132,23.94,343.572287456,16.0257826692,,1.09,27.32019937,11.2532111615,3.085,12.2205069583,9.72,42.738179251,,2.17669783054,14.93,13.3,19.2482569849,19.1266666667,15.7831960498,25.0750459576,20.5913568505,34.8181867577,4.82553091146,40.49,13.8689010698,6.74,4.60740740741,7.21691294361,3.58998010829,25.6574819785,17.8444349018,43.6282780102,31.5180543577,73.81,27.4250714219,26.2686991211,28.337715615,34.45
2002-08-27,14.6654681767,21.0470809653,0.976393734038,,16.0196958766,28.5634121378,24.3936423612,83.2415148219,15.5947773952,10.3949665412,19.5922458939,9.37232746612,28.326727442,6.64929296795,,22.1668861958,3.45192279568,19.8989983068,2.88606499153,9.89649878762,23.8204457685,23.28,335.467452004,16.0220566096,,1.04,26.8324648922,10.2972344852,3.0,11.3791217867,9.09,41.2509198108,,2.16735577976,14.52,13.22,18.1425060517,17.6666666667,15.7351497909,25.2165130716,20.6971422442,35.0217168682,4.6921559286,38.73,13.5969618331,6.46,4.35555555556,7.20889415145,3.30374730426,25.6174279255,18.0106756674,43.8316732457,30.7228550888,71.94,27.5291513894,26.4166917922,28.8197015988,32.65
2002-08-28,14.2248336005,19.7621842622,0.966531171068,,16.1116857269,27.9187031298,24.1621044209,80.2577929919,15.2120834714,9.97078403711,18.4245965643,9.4347576241,27.6654030659,6.48554172322,,22.2168679008,3.37367921231,19.8225057268,2.86768241196,9.73612809331,23.3918803393,22.76,322.530887725,16.2120856531,,0.95,26.3447304145,10.1151436897,2.915,10.8236441977,8.7,41.2235469377,,2.14867167821,14.57,12.98,18.2244135283,17.7333333333,15.5509724651,24.4826524177,20.2096095602,33.8296119353,4.61405346115,38.42,13.0105928541,6.45,4.5037037037,7.13672502202,3.06464520291,25.6860920164,18.2675932142,42.7943575448,30.0187724027,71.01,27.9008655588,25.9024172601,28.5672327501,31.53
2002-08-29,13.6021977864,19.4547549897,0.966531171068,,16.4415029949,28.3601886461,23.6840906085,77.0578594351,15.5947773952,10.1404570387,18.6217321654,9.5518141703,27.8270601356,6.55501194826,,21.8719941359,3.39899331282,19.0848987056,2.93202144044,9.75704600996,23.563306511,23.09,324.712958808,16.0779475047,,0.96,26.6006425286,10.0149937522,3.0475,10.9788511711,8.76,41.4060327585,,2.20472398286,15.14,13.28,18.6503324062,18.0666666667,15.6951112418,24.204139037,20.1084235315,33.8296119353,4.58161089776,42.18,13.0870757644,6.5,4.38222222222,6.73578541404,3.25201848426,25.691814024,18.316709804,42.5231638975,29.8448225627,71.91,27.6332313568,26.0319108473,28.3606673285,31.28
2002-08-30,12.8646138219,19.7779498659,0.969818692058,,16.2687415688,28.0518495553,23.7587802667,79.1334920125,15.7382876166,10.0306686259,18.2729537942,9.51279532157,27.7535796494,6.59967137864,,22.0169410806,3.38518562163,18.6314069814,2.77576951414,9.9034714265,23.8516141634,23.32,326.27158101,16.2642504885,,0.95,26.4584691319,9.7509620987,2.9675,10.9135008665,8.85,41.086682572,,2.29814449061,14.94,13.2,18.6749046492,17.8,15.8232345989,24.3411853037,20.5315651063,34.0985624385,4.66451967089,41.83,13.0870757644,6.5,4.82962962963,6.96833038667,3.20373825225,25.8920842892,18.4149429836,43.0180923038,29.8696725398,72.35,27.5588885229,25.9283159776,27.7639227773,32.06
2002-09-03,12.3090310954,18.5403499739,0.923793398197,,15.8716146542,26.8255008988,22.802752642,74.7616908964,15.0685732499,9.19228438256,17.3100222042,9.42695385435,26.4897152862,6.25728241238,,21.4171606198,3.3299548569,17.6916409987,2.45407437178,9.47581624169,22.8308492319,22.18,309.750185666,16.0220566096,,0.91,25.8897755449,8.96797167807,2.725,10.6112557078,8.26,39.1797057438,,2.29814449061,14.6,12.99,18.18345979,16.6933333333,15.9353425364,23.5852204132,20.0302343275,32.4848594196,4.43381699783,40.43,12.5771896957,6.36,4.75555555556,6.79191695916,3.12557025758,25.7032580391,18.1731382337,42.0162450971,27.6166079445,71.0,26.3619688973,24.8368700282,26.8458542368,31.19
2002-09-04,12.9316669096,18.2408035033,0.952066078711,,16.012964912,27.1899016424,22.884911266,77.0573859239,15.4034304333,9.52164962103,17.848354038,9.59083301904,27.3788291696,6.56989842505,,21.0922795369,3.47263433246,17.4949457931,2.36216147396,9.51532786203,22.7918887383,23.5,317.906975191,16.0965778031,,0.89,26.3020783955,9.5324531441,2.8825,10.3743608537,8.45,40.256372087,,2.15801372899,14.83,13.31,19.4694071715,17.0,16.2316277996,23.7355292219,19.9566444884,33.5897371623,4.48788793683,41.85,12.6621707071,6.65,5.09925925926,6.56739077869,3.18764484159,25.6632039861,18.6491913351,42.8749712743,28.5774737278,70.16,27.3953342884,25.0366601342,27.4272976458,31.7
