Date,A,AA,AAPL,ABBV,ABC,ABT,ACE,ACI,ACN,ADBE,ADI,ADM,ADP,ADSK,ADT,AEE,AEO,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AKAM,ALL,ALTR,ALXN,AMAT,AMD,AMGN,AMP,AMT,AMZN,AN,ANF,ANN,AON,APA,APC,APD,APH,APOL,ARG,ARNA,ARO,ATI,ATVI,AVB,AVP,AVY,AXP,AZO,BA,BAC,BAX,BBBY
2000-12-27,53.5849960682,26.1389015696,0.973763717246,,11.6199189372,32.9382790751,31.0001503572,57.6530607661,,32.6429232251,42.1263615272,10.3586084351,45.7818474015,6.11653582922,,21.2458792707,6.61388407653,23.7092425684,51.4160750401,9.55385328185,27.4744256299,50.06,485.487203027,16.1995629243,,24.94,29.8743396024,25.4927113691,16.25,16.1578628099,14.62,59.9374678693,,33.8649340588,16.88,5.88,17.1514255857,10.9733333333,26.7294661884,28.7035681113,33.1128134237,29.6649889446,4.11539924595,22.0266666667,5.36230182295,14.06,,10.8218017,1.14952933342,25.9294759253,18.0180582466,35.0989142249,43.4149833093,27.5,46.3891430664,16.8333115962,32.9482612351,23.75
2000-12-28,52.9815182791,26.4676447014,0.973763717246,,11.8015853015,32.8975810367,31.1383490566,61.9427230255,,30.7092660936,40.9435479206,10.5830087576,46.19731712,6.54901816058,,20.9903446403,6.59700800953,23.2740291045,51.5815182562,9.51203193966,27.6899716982,52.19,483.340324943,16.4067857596,,23.88,29.7510617223,26.630778841,17.375,16.1088500814,14.31,60.6217896976,,34.8551914409,17.38,5.94,16.2832063345,11.5288888889,26.4914272766,29.2551754639,34.3091650715,29.5804733065,4.27280575726,22.1377777778,5.47277713784,14.81,,11.1886424356,1.13956674587,26.3243410409,18.4575230819,35.7943319646,44.0761251871,27.62,47.3884720928,16.8333115962,33.5155522344,24.5
2000-12-29,52.4450935777,25.611383521,0.978366246632,,11.3261128417,32.8568829983,30.8692252736,60.5700311025,,28.9998733201,38.8129670011,10.8580801206,46.146294523,6.65775657532,,21.1318013107,6.48194391634,22.997075082,50.9013628124,9.53991283446,27.7861976215,51.19,480.900690757,16.4265212678,,21.06,29.8332469757,23.9540441472,16.235,15.5983008268,13.81,58.3407169366,,35.3876883351,15.56,6.0,16.3814953063,11.0844444444,26.2994604123,28.0040660337,32.5811015802,29.0074002767,4.70897799851,21.8622222222,5.78720688023,15.5,,11.6508617624,1.15949192098,26.3875194594,17.8318443333,36.0042693955,44.8433762552,28.5,47.7939969152,16.498874942,33.3983120945,22.38
2001-01-02,48.7380157303,24.6557348822,0.978366246632,,11.2005163428,32.6466097999,30.0036649985,57.0954046724,,23.2918470429,35.636050968,10.5830087576,45.2351767193,6.34884062435,,20.6207320499,6.38529007806,22.5321879728,47.5649246215,9.42374243949,26.7969951297,48.31,472.703519892,16.3015297163,,19.75,28.0799615703,23.2712036641,15.39,16.1333564457,14.38,57.3735420859,,33.8649340588,13.88,5.44,14.5877215703,10.7777777778,25.7696318668,28.3038526384,31.7468640327,28.6112016388,4.60323927335,20.4444444444,7.01093344522,14.12,,11.1446215473,1.07289404453,26.0610976305,17.5972148026,35.6762421598,42.4436761061,27.88,44.8973910415,16.8117350379,33.8937462339,21.31
2001-01-03,53.7669973062,24.992123203,1.07633437213,,11.424795805,31.9208281152,28.6434988519,57.9104405017,,28.8792984735,41.3226548458,10.1342081126,44.280325261,6.75290268822,,19.7354870803,7.31654213894,21.6370330072,45.901301171,9.64214278202,26.0772252232,48.12,468.117007622,16.3837610002,,24.25,27.9087422924,29.134527279,17.03,20.266763211,16.25,61.1874957423,,36.4900503265,17.56,5.81,16.5862639976,12.5822222222,26.1996376428,26.4291870703,29.6108492133,28.8305258848,4.72339691557,20.8622222222,6.84946952345,12.62,,11.0052220678,1.15412745076,26.0610976305,17.2955482631,36.9030640215,45.724898759,28.75,45.3029158638,17.9588887228,32.6683976755,24.81
2001-01-04,55.7977479617,25.8025132488,1.1217021618,,10.4850648584,28.9973523571,27.0942186956,57.6530607661,,26.7908576622,39.5181058819,10.1776404331,41.3210146345,7.24743968479,,18.2798523106,7.70008911624,20.553944955,45.7818144038,9.08917170199,25.0649285097,46.75,434.25488512,16.364025492,,20.88,25.9842376092,26.913019574,14.905,18.1265407357,16.69,57.200180556,,36.9571528653,15.5,5.88,18.6339509109,12.4444444444,26.0614215005,25.1820747948,27.9607090095,29.2267245227,4.92646333092,21.3066666667,6.95994483834,12.88,,10.9171802912,1.25988414943,25.9294759253,16.4575856535,36.7784136719,44.2944630631,29.0,44.1732395731,18.5198792396,30.822810958,24.0
2001-01-05,52.742042966,25.3208663348,1.07633437213,,10.119489335,29.1669275171,27.5960981829,59.7978918958,,25.6693798996,36.1061435552,9.99667243106,40.0017160547,7.17078645032,,18.2524736002,7.12476865029,20.1830243891,47.2248468996,8.90097566215,24.7800997766,46.62,428.790104543,15.7489354886,,19.44,26.0664228626,26.6854060796,12.6875,17.4362781434,16.0,53.2037410787,,33.7434873987,14.56,5.88,18.2735580142,11.7511111111,24.9096203146,26.9328285662,29.2212327763,28.8729757388,4.51312104169,21.3911111111,6.47555307304,13.12,,10.5943604439,1.24992156188,25.3029566085,16.5730382797,34.4428597534,42.1447225601,28.56,42.5438987692,17.2612466699,31.3901019573,23.31
2001-01-08,51.0082416989,25.7031257903,1.0888269519,,10.7385006507,28.8684752355,27.7779385768,58.725476331,,24.702416851,34.8778371176,10.6336797981,42.9172930266,7.12380543565,,18.7954846898,7.27818744121,20.5242713097,48.2542713552,8.82895001727,24.7800997766,46.38,431.522494831,15.6634149534,,18.62,27.1827725543,26.7491378581,10.9225,18.6861027187,16.19,53.5504641384,,33.6874350941,14.94,5.81,16.8401771749,11.9422222222,25.4317701855,27.2046350878,29.3449932916,28.8305258848,4.70056696355,22.0266666667,6.58602838793,11.75,,10.2275197083,1.24532344454,25.2081889808,17.1316800195,35.9189823142,40.0031559754,28.62,42.7249366363,17.3511489963,32.1464899562,23.12
2001-01-09,50.7687663857,24.7551223406,1.13024971637,,10.7654141861,29.506077837,26.5486975138,58.9828560666,,24.8270254913,34.7868514555,10.6336797981,44.2365916064,8.20684145815,,18.763542861,7.21068317321,20.8951918755,48.9987658275,8.7569243724,25.0649285097,46.75,424.496348375,15.706175221,,20.56,26.3677687916,26.2939108693,11.75,17.7671140604,16.75,56.570604474,,33.1642802507,16.38,5.75,16.9958013803,12.3911111111,25.2935540432,26.6050618784,28.2586509907,27.8117293872,4.64048814244,23.28,5.73621827336,11.81,,10.1321411171,1.24532344454,25.3345458178,17.3625852719,34.7708869891,38.3683723229,28.44,42.6814875482,16.9016373643,32.4793006758,22.25
2001-01-10,52.9815182791,25.0379943377,1.0888269519,,11.157903245,28.9973523571,26.4614141247,59.5405121603,,22.803381173,37.2965393003,10.6336797981,44.3750815125,8.76319557929,,18.5673287698,7.09561908002,20.5836186002,48.1439758778,8.82895001727,25.3074178365,44.38,422.056714189,15.5844729208,,22.12,25.9431449825,28.570045813,12.4325,18.277663315,17.12,55.4300680935,,34.7430868316,16.5,5.75,17.2988590435,12.36,25.1015871789,26.5570960217,27.9607090095,27.9461539251,4.94088224799,22.4177777778,5.84669358825,12.38,,10.0881202288,1.34111755566,25.1713349033,17.4110008894,35.4269414606,38.1640243664,28.88,43.7242656627,17.462627881,32.1237983163,22.88
2001-01-11,55.1367960974,24.0823456989,1.18350755641,,10.7788709539,28.6566879732,26.185016726,63.8301744197,,23.9547650092,39.3816273888,10.4092794756,44.1418353548,8.59258031547,,17.850919181,7.47916605731,19.6884636347,46.7652824105,8.33638754263,24.872476663,48.62,411.371116454,15.4989523856,,24.5,24.9980145687,31.237675967,12.655,18.943419543,18.19,55.3114523099,,38.3024081769,17.0,5.75,18.584806425,12.9422222222,25.4855209076,26.6050618784,28.3044882186,26.9273574276,5.27972679904,21.8044444444,5.78720688023,14.0,,9.99274163754,1.34111755566,25.1713349033,16.9678117758,34.4822230217,39.1367206396,28.62,42.8118348125,17.77908407,32.0027762364,23.62
2001-01-12,53.7669973062,24.3193465613,1.13024971637,,11.0166071838,29.6786811249,25.3194564509,60.5700311025,,25.1410392648,39.8062271451,10.3586084351,45.0529531585,8.78297705915,,18.079075101,7.55587545277,20.0297105553,48.3645668325,8.58266877995,23.8409347649,48.31,401.027067505,15.4989523856,,27.44,23.9296062748,29.1891545177,13.735,18.943419543,17.81,54.517638989,,37.3682030994,17.69,5.81,19.3465459567,13.0266666667,24.4258638165,26.005488669,28.1211393071,26.4887089356,5.44434276888,21.7777777778,5.78720688023,13.38,,9.67725860493,1.37483708278,25.0081239889,16.1075034966,35.2235645744,39.1857641492,28.81,43.8980620151,17.6424325338,31.556507317,22.69
2001-01-16,55.7402738865,25.6572546557,1.12564718698,,10.9627801129,30.6597945505,26.4614141247,62.4574824967,,25.3603504717,39.8517199761,10.6771121186,45.1914430647,8.9634830629,,17.9102397202,7.63258484823,20.1236770986,46.9307256266,8.95906085963,23.9602549098,50.25,413.81075064,15.3772500855,,31.69,24.8267952908,27.2043648468,15.375,18.1510470999,17.12,56.169135668,,35.6118975537,18.06,6.06,19.7560833394,12.4177777778,25.1937312738,26.0294715974,28.9782954685,26.3542843977,5.58733036312,22.8888888889,6.21211193752,16.0,,10.5943604439,1.36947261255,24.5132263773,15.8505282963,35.6762421598,39.4881991249,29.0,44.1732395731,18.3184980284,32.0746330963,24.31
2001-01-17,59.3324035836,25.6572546557,1.10526455685,,10.9896936483,30.1487979746,25.5449385393,61.1276871962,,26.6662490219,43.688282059,10.7205444391,43.959611794,9.51983718405,,17.9376184306,7.51752075504,20.1236770986,47.5097768828,8.53852402986,23.8409347649,48.69,414.737811631,15.2555477853,,32.38,24.7377612663,28.3970595573,13.6875,19.6826948637,18.5,55.2019608174,,36.6675492913,18.38,6.38,20.2721004416,12.3911111111,25.0017644095,24.7303963103,27.3419064331,26.0925102977,5.73031795736,22.8622222222,6.47555307304,16.0,,10.7264231087,1.41315472722,24.8449130744,15.3142322261,34.934900607,40.4118518885,29.56,42.5438987692,17.8222371867,31.4127935972,24.94
2001-01-18,64.715808623,26.3300312974,1.22887534607,,10.0791190318,30.7006742765,26.5486975138,61.3850669318,,27.9123354248,44.3555102474,10.1342081126,43.7773882333,9.43082052467,,18.1110169298,7.55587545277,20.3709574758,48.428905861,8.35032799002,23.6484829182,47.56,422.056714189,15.2555477853,,31.25,24.2309522038,29.3621407734,14.235,20.4464765486,22.69,56.6253502202,,33.8649340588,19.5,6.44,19.6577943676,12.0577777778,25.2474819958,23.835033651,26.1455547853,25.9085609301,5.84206456462,21.7777777778,6.32258725241,16.12,,10.6383813322,1.41315472722,25.0081239889,15.8728739659,33.7080787453,40.5671563355,28.81,41.5518112574,17.5992794172,32.1464899562,23.62
2001-01-19,62.8000061179,24.992123203,1.28213318611,,9.4331941806,30.0193455088,25.8649776326,61.68534329,,29.0338131874,43.4532357654,9.9098077901,43.7336545787,9.64347143319,,18.4532508098,6.86549089364,20.4006311211,48.8884703501,8.26203848985,21.8201903749,48.88,410.492848147,15.2950188016,,30.0,23.7994796236,27.1406330684,14.0,20.3974638202,22.0,54.7457462651,,33.5753304848,19.94,6.44,18.7895751163,11.7511111111,25.3396260907,24.0588743158,26.085966389,25.427462584,5.99346319381,22.2222222222,6.42456446616,16.38,,10.7777808117,1.40319213967,25.0081239889,15.4781004698,33.1307508104,39.7497645093,28.56,40.3279952758,17.6891817436,31.4127935972,23.25
2001-01-22,60.1083035982,25.6572546557,1.26569558116,,9.89520987275,30.1079182486,27.1887757005,60.0552716314,,29.8761675958,42.4599756214,9.99667243106,42.7788031204,9.79677790213,,18.8821839394,7.26898231376,20.5836186002,49.5778170838,8.62449012214,22.9979956765,47.31,412.932482333,15.4594813694,,28.5,25.3815457511,26.348538108,14.28,19.9890244165,21.44,61.6984560408,,32.7532300166,18.5,6.5,20.5751581047,12.36,26.0614215005,24.558518657,27.1356389076,25.6892366841,5.79039677846,21.5022222222,6.42456446616,15.94,,10.7777808117,1.40319213967,24.7764697877,15.6196230438,33.3800515096,36.7826321801,26.25,40.552482231,18.1171168173,32.8574946753,23.56
2001-01-23,60.1083035982,25.9477718419,1.34788360591,,10.4716080906,29.9784657827,28.0034206653,60.0552716314,,29.6269503152,42.695021915,10.4527117961,43.3692074572,9.64347143319,,18.763542861,7.47916605731,20.8308989775,51.9307872679,9.00320560972,23.9602549098,49.94,419.617080003,15.6634149534,,32.12,25.8130183313,27.6595918355,17.845,19.7072012279,22.31,61.8170718244,,33.8088817542,18.95,6.5,21.7054812809,12.2488888889,26.6833941409,24.5825015854,27.5940111864,25.6892366841,5.64740918423,23.0266666667,6.42456446616,16.12,,11.4160836916,1.41775284456,24.8765022837,16.2006104532,33.622791664,38.0087199194,26.81,41.6387094337,18.1171168173,32.1464899562,23.69
