,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference,Status
33,2013-04-23 20:02:57,1366772577.0,aa,53.21,8.12,-76.2988908348,1578.780029,39.7843277618,-116.083218597,underperform
34,2013-04-26 20:55:15,1367034915.0,aa,53.21,8.27,-75.8610624635,1582.23999,40.0906708328,-115.951733296,underperform
35,2004-02-03 07:33:34,1075822414.0,aapl,0.07,22.32,0.0,1136.030029,0.0,0.0,underperform
36,2004-06-03 01:20:38,1086250838.0,aapl,0.0,28.92,29.5698924731,1116.640015,-1.70682231147,31.2767147846,outperform
37,2004-08-10 02:02:44,1092128564.0,aapl,0.0,30.3,35.752688172,1079.040039,-5.01659186335,40.7692800354,outperform
38,2004-10-12 05:40:57,1097584857.0,aapl,0.0,38.59,72.894265233,1121.839966,-1.24909224561,74.1433574786,outperform
39,2005-01-26 15:16:47,1106781407.0,aapl,0.0,71.94,222.311827957,1174.069946,3.34849572889,218.963332228,outperform
40,2005-02-04 03:07:08,1107515228.0,aapl,0.0,77.81,248.611111111,1203.030029,5.89773142344,242.713379688,outperform
41,2005-03-01 10:36:03,1109702163.0,aapl,0.0,44.86,100.985663082,1210.410034,6.54736257856,94.4383005039,outperform
42,2006-01-25 09:43:52,1138211032.0,aapl,0.0,76.04,240.681003584,1264.680054,11.3245267921,229.356476792,outperform
43,2013-06-19 09:57:38,1371661058.0,abbv,512.61,43.54,0.0,1628.930054,0.0,0.0,underperform
44,2004-01-28 07:37:34,1075304254.0,abc,0.429,56.36,0.0,1128.47998,0.0,0.0,underperform
45,2004-10-20 01:31:26,1098261086.0,abc,0.331,52.1,-7.55855216466,1103.660034,-2.19941394087,-5.35913822379,underperform
46,2005-03-30 19:52:42,1112241162.0,abc,0.291,55.44,-1.63236337828,1181.410034,4.69038484848,-6.32274822676,underperform
47,2005-05-26 01:50:44,1117097444.0,abc,0.23,65.93,16.9801277502,1197.619995,6.12682690215,10.853300848,outperform
48,2007-02-20 06:12:02,1171980722.0,abc,0.308,54.9,-2.59048970901,1459.680054,29.3492201785,-31.9397098875,underperform
49,2007-04-05 16:11:07,1175814667.0,abc,0.308,53.94,-4.29382540809,1443.76001,27.9384690546,-32.2322944627,underperform
50,2008-01-23 20:34:05,1201149245.0,abc,0.396,45.55,-19.1802696948,1338.599976,18.619736258,-37.8000059528,underperform
51,2011-07-08 00:04:15,1310108655.0,abc,42.86,43.05,-23.6160397445,1343.800049,19.0805395591,-42.6965793036,underperform
52,2012-02-28 18:01:38,1330480898.0,abc,66.41,37.75,-33.0198722498,1372.180054,21.5954273287,-54.6152995785,underperform
53,2013-04-25 01:02:00,1366876920.0,abc,59.73,55.82,-0.958126330731,1585.160034,40.4686004266,-41.4267267573,underperform
54,2004-09-20 13:31:02,1095712262.0,abt,0.543,42.92,0.0,1122.199951,0.0,0.0,underperform
55,2005-01-25 12:44:11,1106685851.0,abt,0.508,45.93,7.01304753029,1168.410034,4.11781188894,2.89523564135,outperform
56,2005-02-28 19:21:54,1109647314.0,abt,0.508,45.61,6.26747437092,1203.599976,7.25361152685,-0.986137155924,underperform
57,2006-07-18 12:32:14,1153251134.0,abt,0.436,44.48,3.63466915191,1236.859985,10.217433524,-6.58276437211,underperform
58,2007-03-23 02:47:40,1174643260.0,abt,0.883,54.5,26.9804287046,1436.109985,27.9727363845,-0.992307679914,underperform
59,2007-04-10 20:13:09,1176261189.0,abt,0.883,57.11,33.0615097856,1448.390015,29.0670182002,3.99449158543,outperform
60,2008-01-23 23:41:45,1201160505.0,abt,0.784,57.97,35.0652376514,1338.599976,19.2835532391,15.7816844124,outperform
61,2008-04-28 03:46:55,1209379615.0,abt,0.687,51.28,19.4780987884,1396.369995,24.4314788782,-4.95338008978,underperform
62,2008-10-23 21:57:42,1224824262.0,abt,0.732,55.02,28.1919850885,908.109985,-19.0777023123,47.2696874008,outperform
63,2011-08-05 04:11:33,1312542693.0,abt,76.17,48.77,13.6300093197,1199.380005,6.8775670442,6.75244227546,outperform
64,2011-09-02 09:24:27,1314980667.0,abt,68.83,51.94,21.0158434296,1173.969971,4.61326165216,16.4025817775,outperform
65,2011-11-02 06:21:21,1320240081.0,abt,68.83,52.76,22.9263746505,1237.900024,10.3101121059,12.6162625447,outperform
66,2012-03-02 20:56:30,1330750590.0,abt,62.85,57.39,33.7138863001,1369.630005,22.0486602035,11.6652260966,outperform
67,2012-03-30 05:44:15,1333111455.0,abt,62.85,60.98,42.0782851817,1408.469971,25.5097159597,16.568569222,outperform
68,2013-05-08 18:10:02,1368061802.0,abt,76.36,36.06,-15.9832246039,1632.689941,45.4901098102,-61.4733344141,underperform
69,2004-08-16 22:53:27,1092722007.0,ace,0.26,39.1,0.0,1079.339966,0.0,0.0,underperform
70,2005-01-13 13:27:29,1105651649.0,ace,0.21,42.76,9.36061381074,1177.449951,9.08981304228,0.270800768462,outperform
71,2007-02-20 18:32:05,1172025125.0,ace,0.171,58.6,49.8721227621,1459.680054,35.2382103861,14.6339123761,outperform
72,2007-04-05 15:54:06,1175813646.0,ace,0.171,57.24,46.3938618926,1443.76001,33.7632308151,12.6306310775,outperform
73,2008-01-23 21:48:58,1201153738.0,ace,0.154,59.98,53.4015345269,1338.599976,24.020236271,29.3812982559,outperform
74,2010-12-07 07:29:30,1291735770.0,ace,23.09,59.06,51.0485933504,1223.75,13.3794762122,37.6691171382,outperform
75,2011-08-11 20:49:00,1313120940.0,ace,27.7,63.42,62.199488491,1172.640015,8.64417625021,53.5553122408,outperform
76,2013-04-23 04:24:03,1366716243.0,ace,24.94,89.27,128.31202046,1578.780029,46.2727295137,82.0392909467,outperform
77,2013-05-16 15:08:57,1368742137.0,ace,27.94,92.58,136.777493606,1650.469971,52.9147463256,83.8627472805,outperform
78,2003-12-15 23:12:24,1071558744.0,aci,1.074,30.78,0.0,1068.040039,0.0,0.0,underperform
79,2005-01-24 04:33:07,1106569987.0,aci,1.18,34.52,12.1507472385,1163.75,8.96127087985,3.18947635862,outperform
80,2005-03-30 06:50:28,1112194228.0,aci,0.936,41.15,33.6907082521,1181.410034,10.6147701266,23.0759381255,outperform
81,2006-05-24 04:17:01,1148469421.0,aci,0.854,46.39,50.7147498376,1258.569946,17.8392101459,32.8755396916,outperform
82,2008-06-05 02:23:56,1212657836.0,aci,0.899,67.52,119.363222872,1404.050049,31.4604319811,87.9027908909,outperform
83,2008-10-08 20:51:28,1223524288.0,aci,0.772,25.11,-18.4210526316,984.940002,-7.78061064806,-10.6404419835,underperform
84,2008-12-05 05:35:57,1228484157.0,aci,0.767,11.93,-61.241065627,876.070007,-17.9740482557,-43.2670173713,underperform
85,2011-08-18 01:16:41,1313655401.0,aci,118.77,19.7,-35.9974009097,1140.650024,6.79843286287,-42.7958337726,underperform
86,2012-07-26 21:31:10,1343363470.0,aci,113.56,5.26,-82.9109811566,1360.02002,27.3379246412,-110.248905798,underperform
87,2013-04-23 05:25:15,1366719915.0,aci,179.32,4.89,-84.1130604288,1578.780029,47.8203036731,-131.933364102,underperform
88,2013-04-25 06:05:53,1366895153.0,aci,179.32,4.76,-84.5354126056,1585.160034,48.4176600237,-132.953072629,underperform
89,2004-12-10 06:26:24,1102688784.0,acn,0.023,26.2,0.0,1188.0,0.0,0.0,underperform
90,2005-02-10 03:10:56,1108033856.0,acn,0.023,25.51,-2.63358778626,1197.01001,0.758418350168,-3.39200613643,underperform
91,2005-04-04 05:07:40,1112616460.0,acn,0.023,24.44,-6.71755725191,1176.119995,-1.00000042088,-5.71755683103,underperform
92,2006-08-22 00:50:41,1156233041.0,acn,0.034,28.57,9.04580152672,1298.819946,9.32827828283,-0.282476756111,underperform
93,2006-08-22 06:44:05,1156254245.0,acn,0.034,28.57,9.04580152672,1298.819946,9.32827828283,-0.282476756111,underperform
94,2006-11-02 16:40:55,1162514455.0,acn,0.027,32.96,25.8015267176,1367.339966,15.095956734,10.7055699836,outperform
95,2007-03-14 19:10:39,1173924639.0,acn,0.018,35.39,35.0763358779,1387.170044,16.7651552189,18.311180659,outperform
96,2007-06-05 04:17:34,1181042254.0,acn,0.015,41.24,57.4045801527,1530.949951,28.8678409933,28.5367391594,outperform
97,2007-07-06 07:06:36,1183730796.0,acn,0.015,42.81,63.3969465649,1530.439941,28.8249108586,34.5720357063,outperform
98,2008-04-07 01:42:51,1207557771.0,acn,0.004,36.77,40.3435114504,1372.540039,15.5336733165,24.8098381339,outperform
99,2008-12-02 16:28:13,1228264093.0,acn,0.003,29.98,14.427480916,848.809998,-28.5513469697,42.9788278857,outperform
100,2011-09-01 16:51:37,1314921097.0,acn,0.11,53.62,104.65648855,1204.420044,1.38215858586,103.274329964,outperform
101,2011-11-08 00:40:19,1320741619.0,acn,0.1,58.0,121.374045802,1275.920044,7.40067710438,113.973368697,outperform
102,2012-02-29 00:47:01,1330505221.0,acn,0.15,59.76,128.091603053,1365.680054,14.9562335017,113.135369552,outperform
103,2013-04-23 04:45:22,1366717522.0,acn,0.0,74.94,186.030534351,1578.780029,32.893941835,153.136592516,outperform
104,2013-05-10 03:17:29,1368181049.0,acn,0.0,80.09,205.687022901,1633.699951,37.5168308923,168.170192009,outperform
105,2004-11-12 17:19:37,1100308777.0,adbe,0.0,58.1,0.0,1184.170044,0.0,0.0,underperform
106,2005-02-07 16:20:07,1107822007.0,adbe,0.0,63.67,9.58691910499,1201.719971,1.48204449935,8.10487460565,outperform
107,2005-04-05 04:12:22,1112699542.0,adbe,0.0,66.58,14.595524957,1181.390015,-0.234766029937,14.8302909869,outperform
108,2005-08-31 10:51:30,1125510690.0,adbe,0.0,27.12,-53.321858864,1220.329956,3.0536080678,-56.3754669318,underperform
109,2008-12-04 14:30:57,1228429857.0,adbe,0.08,22.54,-61.2048192771,845.219971,-28.6234291027,-32.5813901744,underperform
110,2008-12-05 00:15:55,1228464955.0,adbe,0.08,20.44,-64.8192771084,876.070007,-26.0182258926,-38.8010512159,underperform
111,2008-12-17 11:42:55,1229542975.0,adbe,0.08,22.32,-61.5834767642,904.419983,-23.6241460775,-37.9593306867,underperform
112,2011-08-05 04:11:46,1312542706.0,adbe,28.17,26.15,-54.991394148,1199.380005,1.28444061535,-56.2758347634,underperform
113,2011-10-18 13:47:26,1318970846.0,adbe,27.25,26.24,-54.8364888124,1225.380005,3.48007122869,-58.3165600411,underperform
114,2012-07-02 04:31:22,1341228682.0,adbe,24.76,32.37,-44.2857142857,1365.51001,15.3136761835,-59.5993904692,underperform
115,2004-01-20 06:29:18,1074608958.0,adi,0.0,50.5,0.0,1138.77002,0.0,0.0,underperform
116,2004-05-12 18:46:27,1084412787.0,adi,0.0,45.04,-10.8118811881,1097.280029,-3.64340387184,-7.16847731628,underperform
117,2004-06-22 09:09:13,1087920553.0,adi,0.0,45.03,-10.8316831683,1134.410034,-0.382867999985,-10.4488151683,underperform
118,2004-08-10 02:07:28,1092128848.0,adi,0.0,35.92,-28.8712871287,1079.040039,-5.24513114597,-23.6261559827,underperform
119,2004-11-11 09:56:15,1100195775.0,adi,0.0,38.5,-23.7623762376,1173.47998,3.04802193511,-26.8103981727,underperform
120,2005-01-24 03:34:28,1106566468.0,adi,0.0,34.47,-31.7425742574,1163.75,2.19359304875,-33.9361673062,underperform
121,2005-03-17 01:05:45,1111050345.0,adi,0.0,35.92,-28.8712871287,1190.209961,4.51714921332,-33.388436342,underperform
122,2005-04-08 23:33:20,1113028400.0,adi,0.0,35.67,-29.3663366337,1181.199951,3.72594380382,-33.0922804375,underperform
123,2005-09-07 23:00:53,1126159253.0,adi,0.0,36.88,-26.9702970297,1236.359985,8.56976942544,-35.5400664551,underperform
124,2005-10-31 08:19:48,1130775588.0,adi,0.0,34.61,-31.4653465347,1207.01001,5.99242944594,-37.4577759806,underperform
125,2011-08-05 04:12:35,1312542755.0,adi,25.32,31.63,-37.3663366337,1199.380005,5.32240785545,-42.6887444891,underperform
126,2012-03-19 11:50:51,1332183051.0,adi,22.65,39.7,-21.3861386139,1409.75,23.795847734,-45.1819863479,underperform
127,2013-04-22 02:24:41,1366622681.0,adi,17.57,42.36,-16.1188118812,1562.5,37.2094428689,-53.3282547501,underperform
128,2003-11-12 17:41:28,1068687688.0,adm,0.733,14.48,0.0,1058.530029,0.0,0.0,underperform
129,2004-04-14 16:44:25,1081986265.0,adm,0.789,16.81,16.091160221,1128.170044,6.57893617489,9.5122240461,outperform
130,2004-11-30 07:08:52,1101827332.0,adm,0.613,21.23,46.6160220994,1173.819946,10.8915112318,35.7245108677,outperform
131,2005-01-26 00:58:06,1106729886.0,adm,0.613,22.65,56.4226519337,1174.069946,10.9151288896,45.5075230441,outperform
132,2005-02-08 21:21:16,1107926476.0,adm,0.613,23.71,63.7430939227,1202.300049,13.5820445392,50.1610493834,outperform
133,2005-02-14 20:39:46,1108442386.0,adm,0.528,24.5,69.1988950276,1206.140015,13.9448085511,55.2540864765,outperform
134,2007-02-20 08:05:08,1171987508.0,adm,0.541,35.88,147.790055249,1459.680054,37.8968960738,109.893159175,outperform
135,2007-03-07 08:11:55,1173283915.0,adm,0.541,32.96,127.624309392,1391.969971,31.5002817931,96.1240275991,outperform
136,2007-04-09 12:40:37,1176147637.0,adm,0.541,37.02,155.662983425,1444.609985,36.4732171429,119.189766283,outperform
137,2007-06-18 03:24:32,1182162272.0,adm,0.597,34.57,138.743093923,1531.050049,44.6392645513,94.1038293714,outperform
138,2007-06-19 05:10:54,1182255054.0,adm,0.597,34.75,139.986187845,1533.699951,44.8896024659,95.0965853794,outperform
139,2007-10-12 05:57:34,1192193854.0,adm,0.47,34.9,141.022099448,1561.800049,47.5442364611,93.4778629864,outperform
140,2008-01-23 23:14:44,1201158884.0,adm,0.62,40.85,182.113259669,1338.599976,26.4583846775,155.654874991,outperform
141,2009-01-09 16:47:55,1231548475.0,adm,0.628,27.94,92.955801105,890.349976,-15.8880757647,108.84387687,outperform
142,2011-07-29 19:09:22,1311991762.0,adm,85.48,30.64,111.602209945,1292.280029,22.0825100466,89.5196998982,outperform
143,2011-08-05 04:13:27,1312542807.0,adm,85.48,28.05,93.7154696133,1199.380005,13.3061861394,80.4092834739,outperform
144,2011-09-28 04:29:00,1317209340.0,adm,54.78,25.77,77.9696132597,1151.060059,8.74137034047,69.2282429192,outperform
145,2013-06-07 17:17:34,1370650654.0,adm,46.71,33.02,128.038674033,1643.380005,55.251146399,72.7875276342,outperform
146,2004-05-12 18:03:39,1084410219.0,adp,0.015,45.7,0.0,1097.280029,0.0,0.0,underperform
147,2006-06-27 09:26:37,1151425597.0,adp,0.012,44.48,-2.66958424508,1239.199951,12.9337924914,-15.6033767364,underperform
148,2007-02-20 18:32:39,1172025159.0,adp,0.012,50.7,10.9409190372,1459.680054,33.0271230153,-22.0862039781,underperform
149,2007-10-22 09:12:40,1193069560.0,adp,0.008,47.52,3.98249452954,1506.329956,37.278535669,-33.2960411395,underperform
150,2008-01-23 19:35:35,1201145735.0,adp,0.078,38.56,-15.6236323851,1338.599976,21.9925580182,-37.6161904033,underperform
151,2011-08-05 04:11:51,1312542711.0,adp,0.57,47.88,4.77024070022,1199.380005,9.30482404688,-4.53458334666,underperform
152,2011-09-30 03:20:09,1317378009.0,adp,0.62,48.12,5.295404814,1131.420044,3.11133111856,2.18407369545,outperform
153,2012-01-04 00:07:51,1325664471.0,adp,0.61,54.46,19.1684901532,1277.300049,16.406023553,2.76246660018,outperform
154,2012-04-20 21:07:33,1334981253.0,adp,0.58,55.02,20.3938730853,1378.530029,25.6315610024,-5.23768791703,underperform
155,2012-07-26 00:02:28,1343286148.0,adp,0.27,55.41,21.2472647702,1360.02002,23.9446617141,-2.69739694382,underperform
156,2013-02-06 18:15:11,1360203311.0,adp,7.29,60.33,32.0131291028,1512.119995,37.8062076258,-5.79307852294,underperform
157,2013-04-23 04:13:36,1366715616.0,adp,0.46,65.5,43.3260393873,1578.780029,43.8812324361,-0.555193048755,underperform
158,2013-04-26 14:37:22,1367012242.0,adp,0.46,66.59,45.7111597374,1582.23999,44.1965540412,1.51460569624,outperform
159,2003-10-03 16:48:40,1065224920.0,adsk,0.0,18.44,0.0,1029.849976,0.0,0.0,underperform
160,2004-08-03 23:39:21,1091601561.0,adsk,0.0,39.96,116.702819957,1099.689941,6.78156689106,109.921253066,outperform
161,2005-02-25 15:10:44,1109373044.0,adsk,0.0,29.83,61.7678958785,1211.369995,17.6258701005,44.142025778,outperform
162,2005-04-19 09:08:08,1113926888.0,adsk,0.0,31.69,71.8546637744,1152.780029,11.9366952338,59.9179685407,outperform
163,2013-02-06 12:50:17,1360183817.0,adsk,5.45,39.06,111.822125813,1512.119995,46.8291528124,64.992973001,outperform
164,2013-05-14 02:47:26,1368524846.0,adsk,36.49,38.9,110.954446855,1650.339966,60.2505223538,50.7039245009,outperform
165,2013-04-23 04:44:32,1366717472.0,adt,48.01,43.84,0.0,1578.780029,0.0,0.0,underperform
166,2013-05-09 13:05:42,1368129942.0,adt,69.94,44.47,1.43704379562,1626.670044,3.03335576333,-1.59631196771,underperform
167,2004-09-24 17:33:50,1096072430.0,aee,0.804,46.07,0.0,1110.109985,0.0,0.0,underperform
168,2004-11-02 15:30:15,1099438215.0,aee,0.804,48.01,4.2109832863,1130.560059,1.84216647686,2.36881680944,outperform
169,2005-12-16 06:43:01,1134744181.0,aee,0.863,52.32,13.5663121337,1267.319946,14.1616563335,-0.595344199829,underperform
170,2006-01-10 11:29:29,1136921369.0,aee,0.863,51.66,12.1337095724,1289.689941,16.1767715295,-4.04306195714,underperform
171,2007-02-20 06:12:12,1171980732.0,aee,0.965,53.51,16.149337964,1459.680054,31.4896788357,-15.3403408718,underperform
172,2008-01-23 19:17:07,1201144627.0,aee,1.02,46.34,0.586064684176,1338.599976,20.5826444305,-19.9965797463,underperform
173,2012-04-23 16:14:50,1335222890.0,aee,86.81,31.45,-31.7343173432,1366.939941,23.1355414752,-54.8698588184,underperform
174,2013-05-15 17:35:45,1368664545.0,aee,94.51,36.37,-21.0549164315,1658.780029,49.4248364048,-70.4797528364,underperform
175,2008-12-08 10:59:42,1228762782.0,aeo,0.054,9.73,0.0,909.700012,0.0,0.0,underperform
176,2009-01-12 14:36:10,1231799770.0,aeo,0.054,10.13,4.11099691675,870.26001,-4.33549538087,8.44649229762,outperform
177,2004-08-03 23:58:46,1091602726.0,aep,1.754,31.64,0.0,1099.689941,0.0,0.0,underperform
178,2005-04-04 22:37:45,1112679465.0,aep,1.435,33.96,7.33249051833,1176.119995,6.9501457775,0.382344740832,outperform
179,2007-03-07 02:53:36,1173264816.0,aep,1.342,45.33,43.2680151707,1391.969971,26.5784035211,16.6896116496,outperform
180,2007-04-10 20:12:53,1176261173.0,aep,1.457,49.34,55.9418457649,1448.390015,31.7089445851,24.2329011797,outperform
181,2008-01-23 20:30:47,1201149047.0,aep,1.55,43.82,38.4955752212,1338.599976,21.7252178176,16.7703574037,outperform
182,2011-04-08 04:53:43,1302263623.0,aep,136.63,35.47,12.1049304678,1328.170044,20.7767748418,-8.67184437408,underperform
183,2012-07-27 00:36:41,1343374601.0,aep,123.75,41.95,32.585335019,1385.969971,26.032795184,6.55253983493,outperform
184,2013-04-25 05:13:54,1366892034.0,aep,126.19,50.9,60.8723135272,1585.160034,44.1460883564,16.7262251708,outperform
185,2003-10-03 17:23:47,1065227027.0,aes,101.18,7.96,0.0,1029.849976,0.0,0.0,underperform
186,2003-12-15 21:31:38,1071552698.0,aes,29.748,8.39,5.40201005025,1068.040039,3.70831323882,1.69369681143,outperform
187,2004-08-04 00:04:30,1091603070.0,aes,15.619,9.66,21.3567839196,1098.630005,6.67864549234,14.6781384273,outperform
188,2004-10-26 04:29:14,1098790154.0,aes,15.619,11.05,38.8190954774,1111.089966,7.88852666828,30.9305688091,outperform
189,2005-02-18 08:12:43,1108743163.0,aes,10.698,16.48,107.035175879,1201.589966,16.6762144004,90.358961479,outperform
190,2007-04-11 05:09:29,1176293369.0,aes,6.513,22.42,181.658291457,1438.869995,39.7164663332,141.941825124,outperform
191,2008-01-23 21:05:49,1201151149.0,aes,5.378,17.9,124.874371859,1338.599976,29.9800948871,94.8942769722,outperform
192,2008-04-23 21:50:03,1209012603.0,aes,5.687,17.63,121.48241206,1379.930054,33.9933083613,87.489103699,outperform
193,2011-05-23 09:17:49,1306167469.0,aes,178.11,13.02,63.567839196,1317.369995,27.9186314221,35.6492077739,outperform
194,2013-05-23 20:50:51,1369367451.0,aes,279.88,12.9,62.0603015075,1650.51001,60.2670338849,1.79326762259,outperform
195,2004-08-03 20:44:23,1091591063.0,aet,0.193,86.6,0.0,1099.689941,0.0,0.0,underperform
196,2004-11-30 04:45:36,1101818736.0,aet,0.178,118.21,36.5011547344,1173.819946,6.74099145916,29.7601632753,outperform
197,2005-02-04 06:20:07,1107526807.0,aet,0.178,130.85,51.0969976905,1203.030029,9.39720226103,41.6997954295,outperform
198,2005-04-08 02:12:37,1112951557.0,aet,0.177,76.32,-11.870669746,1181.199951,7.41209016842,-19.2827599144,underperform
199,2005-09-23 17:26:49,1127521609.0,aet,0.17,82.71,-4.49191685912,1215.290039,10.5120628725,-15.0039797316,underperform
200,2006-01-11 03:31:09,1136979069.0,aet,0.172,92.65,6.98614318707,1294.180054,17.6859045217,-10.6997613346,underperform
201,2007-01-25 23:46:33,1169797593.0,aet,0.253,41.1,-52.5404157044,1423.900024,29.4819540411,-82.0223697455,underperform
202,2007-02-20 08:05:18,1171987518.0,aet,0.253,45.61,-47.3325635104,1459.680054,32.7356011525,-80.0681646629,underperform
203,2008-01-23 22:12:23,1201155143.0,aet,0.31,54.11,-37.5173210162,1338.599976,21.7252178176,-59.2425388337,underperform
204,2008-02-22 22:13:00,1203747180.0,aet,0.31,50.13,-42.1131639723,1353.109985,23.0446814644,-65.1578454367,underperform
205,2012-12-19 21:05:07,1355979907.0,aet,43.0,46.0,-46.8822170901,1435.810059,30.5649897729,-77.4472068629,underperform
206,2013-06-05 05:12:09,1370434329.0,aet,63.37,59.36,-31.454965358,1608.900024,46.3048777674,-77.7598431253,underperform
207,2003-10-03 17:29:50,1065227390.0,afl,0.173,33.43,0.0,1029.849976,0.0,0.0,underperform
208,2005-01-25 00:35:34,1106642134.0,afl,0.189,39.58,18.3966497158,1168.410034,13.4543925066,4.94225720924,outperform
209,2005-03-17 18:20:48,1111112448.0,afl,0.189,38.22,14.3284475022,1190.209961,15.5711985956,-1.24275109339,underperform
210,2005-04-06 19:09:19,1112839759.0,afl,0.189,37.0,10.6790308106,1184.069946,14.9749937946,-4.29596298398,underperform
211,2007-02-20 18:32:53,1172025173.0,afl,0.171,48.45,44.9297038588,1459.680054,41.7371547329,3.1925491259,outperform
212,2008-01-23 12:52:38,1201121558.0,afl,0.172,61.31,83.3981453784,1338.599976,29.9800948871,53.4180504913,outperform
213,2009-01-29 12:02:15,1233259335.0,afl,0.241,25.06,-25.0373915645,845.140015,-17.9356183235,-7.10177324096,underperform
214,2011-12-30 09:10:57,1325265057.0,afl,33.03,43.27,29.4346395453,1257.599976,22.1148716131,7.31976793221,outperform
215,2012-07-17 03:10:14,1342519814.0,afl,30.49,43.2,29.2252467843,1363.670044,32.4144366441,-3.18918985979,underperform
216,2013-05-07 11:42:45,1367952165.0,afl,27.57,55.61,66.3475919832,1625.959961,57.8831867643,8.46440521897,outperform
217,2003-11-17 22:46:03,1069137963.0,agn,0.739,76.65,0.0,1043.630005,0.0,0.0,underperform
